unit_id,seed,pattern,gen_status,num_files,psr,cpc,piqs,grade,error
qwen-qwen2-5-7b-instruct__Composite__warehouse-inventory-tracker__rep0,42,Composite,ok,4,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__banking-account-management__rep0,42,Decorator,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__car-rental-management__rep0,42,Decorator,ok,6,50.0,50.0,50.0,Moderate,
qwen-qwen2-5-7b-instruct__Decorator__food-delivery-management__rep0,42,Decorator,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__gym-membership-platform__rep0,42,Decorator,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__hospital-appointment-scheduler__rep0,42,Decorator,ok,7,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__hotel-reservation-system__rep0,42,Decorator,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__issue-tracking-system__rep0,42,Decorator,ok,6,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Decorator__learning-management-system__rep0,42,Decorator,ok,9,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Decorator__library-management-system__rep0,42,Decorator,ok,5,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Decorator__payroll-and-hr-system__rep0,42,Decorator,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Decorator__school-management-platform__rep0,42,Decorator,ok,4,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Decorator__warehouse-inventory-tracker__rep0,42,Decorator,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Factory Method__banking-account-management__rep0,42,Factory Method,ok,6,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Factory Method__car-rental-management__rep0,42,Factory Method,ok,7,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Factory Method__food-delivery-management__rep0,42,Factory Method,ok,7,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Factory Method__gym-membership-platform__rep0,42,Factory Method,ok,4,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Factory Method__hospital-appointment-scheduler__rep0,42,Factory Method,ok,8,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Factory Method__hotel-reservation-system__rep0,42,Factory Method,ok,7,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Factory Method__issue-tracking-system__rep0,42,Factory Method,ok,4,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Factory Method__learning-management-system__rep0,42,Factory Method,ok,6,60.0,61.54,60.62,Moderate,
qwen-qwen2-5-7b-instruct__Factory Method__library-management-system__rep0,42,Factory Method,ok,8,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Factory Method__payroll-and-hr-system__rep0,42,Factory Method,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Factory Method__school-management-platform__rep0,42,Factory Method,ok,5,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Factory Method__warehouse-inventory-tracker__rep0,42,Factory Method,ok,6,80.0,84.62,81.85,Good,
qwen-qwen2-5-7b-instruct__Observer__banking-account-management__rep0,42,Observer,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Observer__car-rental-management__rep0,42,Observer,ok,5,75.0,81.82,77.73,Good,
qwen-qwen2-5-7b-instruct__Observer__food-delivery-management__rep0,42,Observer,ok,5,50.0,45.45,48.18,Poor,
qwen-qwen2-5-7b-instruct__Observer__gym-membership-platform__rep0,42,Observer,ok,9,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Observer__hospital-appointment-scheduler__rep0,42,Observer,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Observer__hotel-reservation-system__rep0,42,Observer,ok,4,25.0,27.27,25.91,Poor,
qwen-qwen2-5-7b-instruct__Observer__issue-tracking-system__rep0,42,Observer,ok,5,75.0,81.82,77.73,Good,
qwen-qwen2-5-7b-instruct__Observer__learning-management-system__rep0,42,Observer,ok,4,75.0,81.82,77.73,Good,
qwen-qwen2-5-7b-instruct__Observer__library-management-system__rep0,42,Observer,ok,6,50.0,54.55,51.82,Moderate,
qwen-qwen2-5-7b-instruct__Observer__payroll-and-hr-system__rep0,42,Observer,ok,9,50.0,54.55,51.82,Moderate,
qwen-qwen2-5-7b-instruct__Observer__school-management-platform__rep0,42,Observer,ok,5,50.0,45.45,48.18,Poor,
qwen-qwen2-5-7b-instruct__Observer__warehouse-inventory-tracker__rep0,42,Observer,ok,5,75.0,81.82,77.73,Good,
qwen-qwen2-5-7b-instruct__Singleton__banking-account-management__rep0,42,Singleton,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__car-rental-management__rep0,42,Singleton,ok,3,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__food-delivery-management__rep0,42,Singleton,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__gym-membership-platform__rep0,42,Singleton,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__hospital-appointment-scheduler__rep0,42,Singleton,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__hotel-reservation-system__rep0,42,Singleton,ok,3,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__issue-tracking-system__rep0,42,Singleton,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__learning-management-system__rep0,42,Singleton,ok,7,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__library-management-system__rep0,42,Singleton,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__payroll-and-hr-system__rep0,42,Singleton,ok,6,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Singleton__school-management-platform__rep0,42,Singleton,ok,2,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Singleton__warehouse-inventory-tracker__rep0,42,Singleton,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__banking-account-management__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__car-rental-management__rep0,42,Strategy,ok,8,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Strategy__food-delivery-management__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__gym-membership-platform__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__hospital-appointment-scheduler__rep0,42,Strategy,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__hotel-reservation-system__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__issue-tracking-system__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__learning-management-system__rep0,42,Strategy,ok,7,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__library-management-system__rep0,42,Strategy,ok,6,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__payroll-and-hr-system__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__school-management-platform__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Strategy__warehouse-inventory-tracker__rep0,42,Strategy,ok,5,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Template Method__banking-account-management__rep0,42,Template Method,ok,4,60.0,54.55,57.82,Moderate,
qwen-qwen2-5-7b-instruct__Template Method__car-rental-management__rep0,42,Template Method,ok,4,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Template Method__food-delivery-management__rep0,42,Template Method,ok,3,80.0,81.82,80.73,Good,
qwen-qwen2-5-7b-instruct__Template Method__gym-membership-platform__rep0,42,Template Method,ok,4,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Template Method__hospital-appointment-scheduler__rep0,42,Template Method,ok,4,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Template Method__hotel-reservation-system__rep0,42,Template Method,ok,7,80.0,81.82,80.73,Good,
qwen-qwen2-5-7b-instruct__Template Method__issue-tracking-system__rep0,42,Template Method,ok,3,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Template Method__learning-management-system__rep0,42,Template Method,ok,4,100.0,100.0,100.0,Excellent,
qwen-qwen2-5-7b-instruct__Template Method__library-management-system__rep0,42,Template Method,ok,3,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Template Method__payroll-and-hr-system__rep0,42,Template Method,ok,4,80.0,81.82,80.73,Good,
qwen-qwen2-5-7b-instruct__Template Method__school-management-platform__rep0,42,Template Method,ok,3,0.0,0.0,0.0,Poor,
qwen-qwen2-5-7b-instruct__Template Method__warehouse-inventory-tracker__rep0,42,Template Method,ok,3,0.0,0.0,0.0,Poor,
